accion_id,eje_id,eje_completo,objetivo_estrategico,area_programa,titulo_accion,descripcion,indicadores,linea_base_2024,meta_2028,meta_2035,plazo_codigo,plazo_completo,responsable_principal,responsable_completo,financiamiento_principal,financiamiento_completo,ods_principal,ods_total_n,beneficia_nna,beneficia_mujeres,beneficia_adulto_mayor,beneficia_discapacidad,es_inclusiva
127,,,OE 4.3 Promover el Desarrollo Rural y la Sostenibilidad Ambiental,Infraestructura Vialidad Comunal y Medio Ambiente,Estudio y Planificación para Mejoramientos en Sistemas de Agua Potable (Servicio Sanitario Rural) en zonas con déficit h,"Elaborar un estudio técnico y plan de mejoramiento de los sistemas de agua potable rural (Servicios Sanitarios Rurales) en las localidades de la comuna con déficit hídrico, evaluando capacidad de captación, almacenamiento y distribución para garantizar el abastecimiento seguro en las 12 unidades vec",N de sistemas mejorados; Cobertura agua potable rural (%); Población beneficiada,Por establecer,Avance 50%,100% implementado,C,Corto (2025-2028),DOM,DOM + SECPLAN,FNDR,FNDR + MINVU + Municipal,6,4,0,0,0,0,0
128,,,,Infraestructura Vialidad Comunal y Medio Ambiente,Estudio y Planificación Proyectos SAR / CESFAM en el Sector Esmeralda,"Desarrollar el estudio de factibilidad y planificación para la instalación de un SAR (Servicio de Atención Primaria de Urgencia Rural) y/o CESFAM en el sector Esmeralda, evaluando demanda sanitaria, localización óptima, dotación profesional y modelo de gestión que descomprima la red de salud actual ",Estudios de factibilidad completados; Proyectos diseñados; Población beneficiada,Por establecer,Avance 50%,100% implementado,C,Corto (2025-2028),DOM,DOM + SECPLAN,FNDR,FNDR + MINVU + Municipal,6,4,0,0,0,0,0
129,,,OE 4.5 Plan Riesgo Hídrico Río Claro,Infraestructura y MA,R9: Ordenanza de Gestión de Riesgos y Emergencias,"Protocolos normativos ante sismos, inundaciones, sequías y eventos climáticos extremos (Ley 21.364).",Ordenanza aprobada; protocolos,Sin ordenanza emergencias,Ordenanza + mapas riesgo + 2 simulacros,4 simulacros/ano + actualización,C,Corto (2025-2028),Protección Civil,Protección Civil + DSP,Municipal,Municipal + SENAPRED,11,2,0,0,0,0,0
130,,,,Adaptacion Climatica,Sistema Comunal de Alerta Temprana e Infraestructura Verde,"Desplegar un sistema comunal de alerta temprana que integre monitoreo hidrometeorológico en la cuenca del Río Claro, comunicación efectiva con la población, soluciones basadas en naturaleza para mitigación de inundaciones y franjas de amortiguación ribereña, conforme al plan de riesgo hídrico comuna",SAT operativo; N SBN implementadas; km franjas ribereñas,Sin SAT; sin SBN implementadas,SAT disenado + 3 SBN piloto,SAT operativo + 10 SBN + franjas ribereñas,M,Mediano (2028-2032),Protección Civil,Protección Civil + Aseo y Ornato + SECPLAC,Municipal,Municipal + SENAPRED + MOP + GORE,11,2,0,0,0,0,0
131,,,OE 4.6 Fortalecer gestión ambiental comunal y adaptación al cambio climático,Vivienda y Urbanismo Comunal,Hogares Eficientes: Rehabilitación Energética de Viviendas,"Ejecutar un programa de rehabilitación energética de viviendas existentes en Rengo con aislación térmica de muros y techumbre, recambio de calefactores a leña por equipos certificados, mejoramiento de envolvente térmica y educación en eficiencia energética, priorizando hogares vulnerables y zonas de",Viviendas rehabilitadas energéticamente; Reducción de consumo energético; Familias beneficiadas,Programa de recambio de calefactores limitado,500 viviendas rehabilitadas + programa de aislación térmica masivo,"2,000 viviendas + estándar de eficiencia energética comunal + energía renovable",M,Mediano (2028-2032),Depto. Vivienda,Depto. Vivienda + Dpto. Medio Ambiente + SECPLAN,Municipal,Municipal + MINVU + MMA + Ministerio Energía + GORE,7,3,0,0,0,0,0
132,,,,Vivienda y Urbanismo Comunal,Programa de Rehabilitación Energética de Viviendas,"Ampliar programa de rehabilitación energética con enfoque en viviendas de familias vulnerables, integrando aislación, calefacción eficiente, paneles solares y educación en eficiencia energética.",Viviendas con rehabilitación energética completa; Ahorro energético promedio; Paneles solares instalados,Intervenciones energéticas puntuales sin programa integral,400 viviendas con rehabilitación integral + 100 paneles solares,"1,500 viviendas + comunidades energéticas + net billing comunal",L,Largo (2032-2035),Depto. Vivienda,Depto. Vivienda + Dpto. Medio Ambiente + SECPLAN,Municipal,Municipal + Ministerio Energía + MMA + MINVU + GORE,7,3,0,0,0,0,0
133,,,OE 4.6 Gestión ambiental integral,Infraestructura y MA,Parque Natural y Recreativo Huilquio de Rengo,"Desarrollar Parque Natural y Recreativo Huilquio como espacio de conservación, recreación y educación ambiental en zona rural sur, con senderos interpretativos, áreas de picnic, infraestructura deportiva y protección de ecosistemas nativos.",Hectáreas parque; senderos km; visitantes/ano; especies protegidas,Sin parque natural comunal,Diseño aprobado + 20% construcción,Parque operativo + 15.000 visitantes/año,L,Largo (2032-2035),SECPLAN,SECPLAN + Unidad MA (por crear),FNDR,FNDR + MMA + Municipal + PPP,11,3,0,0,0,0,0
134,,,OE 4.6 Planes gestión ambiental,Gestión Climática,Sede UOH Ingeniería - Construcción Transparente,"Crear unidad formal con equipo técnico dedicado (coordinador + profesional de apoyo), presupuesto basal y dependencia de SECPLAN, como condición sine qua non del PACCC.",Unidad creada con dotación operativa; N medidas PACCC con avance verificado,Sin Unidad de CC; PACCC sin tracción institucional,Unidad creada + 3 medidas PACCC en ejecución,Unidad consolidada + 70% medidas con avance,C,Corto (2025-2028),SECPLAC,SECPLAC + Alcaldía,Municipal,Municipal + GORE + MMA,13,2,0,0,0,0,0
135,,,,Adaptacion Climatica,Plan Comunal de Seguridad Hídrica y Gobernanza del Agua,"Constituir Mesa Técnica de Agua que articule DGA, CNR, INDAP, Juntas de Vigilancia y OUA con el municipio para gobernanza hídrica comunal.",Mesa Técnica constituida; N predios con tecnologías eficientes; hectáreas con riego tecnificado,Sin gobernanza hídrica comunal; 6 decretos escasez,Mesa Técnica operativa + 50 predios con riego eficiente,Modelo gobernanza hídrica consolidado + 200 predios,C,Corto (2025-2028),SECPLAC,SECPLAC + Aseo y Ornato + DGA,Municipal,Municipal + CNR + INDAP + GORE,6,2,0,0,0,0,0
136,,,,Mitigación Climática,Programa de Eficiencia Energetica y Gestion de Residuos Circular,"Promover techos solares en edificios públicos, sistema comunal de reciclaje domiciliario fortalecido y evaluación de biodigestores para residuos agropecuarios.",% reducción consumo eléctrico municipal; toneladas recicladas/ano; EN edificios con paneles solares,Sin estrategia energética municipal; centros reciclaje en microbasurales,3 edificios con paneles + 500 ton recicladas/año,10 edificios + 2.000 ton + biodigestores evaluados,M,Mediano (2028-2032),Aseo y Ornato,Aseo y Ornato + DOM + SECPLAC,Municipal,Municipal + SEREMI Energía + Ley REP,7,3,0,0,0,0,0
137,,,,Adaptacion Climatica,Programa de Restauración Ecológica y Protección del Bosque Esclerófilo,"Restaurar al menos 70% de áreas forestales incendiadas priorizando bosque esclerófilo, proteger humedales rurales y crear corredores biológicos.",% áreas incendiadas restauradas; hectáreas reforestadas; humedales protegidos,"Perdida 7,2 ha/año; 36,41% erosión; sin áreas protegidas",30% restaurado + 2 humedales protegidos,70% restaurado + corredores biológicos,M,Mediano (2028-2032),Aseo y Ornato,Aseo y Ornato + CONAF + SECPLAC,Municipal,Municipal + CONAF + MMA + FPA,13,2,0,0,0,0,0
138,5,Eje 5: Seguridad Publica y Gestion de Riesgos y Emergencias,OE 5.1 Aumentar la percepción de seguridad de NNA en espacios públicos,Seguridad Pública Orden Público y Recuperación de Espacios Públicos,Aplicación Móvil de Seguridad / SOSAFE,"Desplegar y masificar la aplicación móvil de seguridad ciudadana SOSAFE en las 21 unidades vecinales de Rengo, permitiendo a los 65.786 habitantes reportar delitos, emergencias y situaciones sospechosas en tiempo real con geolocalización, integrando las alertas a la central de monitoreo DSP y las 80",Usuarios registrados en app; Reportes generados; Tiempo de respuesta ante alertas,Sin aplicación de seguridad ciudadana implementada,"App operativa + 10,000 usuarios registrados + integración con central de monitoreo","20,000 usuarios + sistema predictivo + integración con Carabineros",C,Corto (2025-2028),Dirección Seguridad Pública,Dirección Seguridad Pública + Informática,FNDR,Municipal + SPD + FNDR,9,3,1,0,0,0,1
139,,,,Seguridad Pública Orden Público y Recuperación de Espacios Públicos,Campañas de Educación y Prevención del Delito,"Desarrollar campañas comunicacionales de prevención del delito, autocuidado, denuncia segura y cultura de paz, utilizando medios tradicionales, redes sociales y actividades comunitarias.",Campañas realizadas; Alcance en redes sociales; Participantes en actividades presenciales,Campañas esporádicas sin estrategia comunicacional integrada,4 campañas anuales + presencia permanente en redes + talleres comunitarios,Estrategia comunicacional integral + evaluación de impacto + cultura preventiva instalada,C,Corto (2025-2028),Dirección Seguridad Pública,Dirección Seguridad Pública + Comunicaciones,Municipal,Municipal + SPD + SENDA,16,1,1,0,1,0,1
140,,,,Seguridad Pública Orden Público y Recuperación de Espacios Públicos,"Red Comunitaria""Rengo Yo Cuido Mi Barrio""","Crear y fortalecer red de comités vecinales de seguridad ciudadana que articulen vigilancia comunitaria, comunicación con Carabineros y PDI, y prevención situacional en barrios de la comuna.",Comités vecinales de seguridad activos; Reuniones mensuales de coordinación; Reducción de denuncias por sector,Comités vecinales dispersos sin articulación formal,30 comités activos + coordinación mensual con Carabineros,60 comités + red digital de comunicación + reducción 20% denuncias,C,Corto (2025-2028),Dirección Seguridad Pública,Dirección Seguridad Pública + DIDECO,Municipal,Municipal + SPD + Carabineros + PDI,11,2,0,0,0,0,0
141,,,,Seguridad Pública Orden Público y Recuperación de Espacios Públicos,Transformación Comunitaria: Recuperación de Espacios Públicos,"Recuperar y transformar espacios públicos deteriorados o abandonados mediante diseño urbano seguro (CPTED), iluminación, mobiliario, áreas verdes y apropiación comunitaria para prevención situacional.",Espacios públicos recuperados; Superficie intervenida (m²); Percepción de seguridad en espacios recuperados,Espacios públicos deteriorados sin estrategia CPTED,10 espacios recuperados + iluminación LED en sectores críticos,30 espacios recuperados + 100% sectores con iluminación + apropiación comunitaria,M,Mediano (2028-2032),Dirección Seguridad Pública,Dirección Seguridad Pública + DOM + SECPLAN,FNDR,Municipal + SPD + FNDR + MINVU,11,2,0,0,1,0,1
142,,,OE 5.2 Reducir la violencia intrafamiliar con enfoque integral de protección,Seguridad Pública Orden Público y Recuperación de Espacios Públicos,Centro de Atención Integral a Víctimas,"Crear centro de atención integral para víctimas de violencia intrafamiliar y delitos, ofreciendo apoyo psicológico, jurídico, social y acompañamiento en procesos de denuncia y reparación.",Víctimas atendidas integralmente; Tiempo promedio de respuesta; Tasa de seguimiento de casos,Atención fragmentada en distintas reparticiones sin centro integrado,1 centro operativo + equipo multidisciplinario + 300 atenciones/año,Centro consolidado + sucursales en localidades + 600 atenciones/año,M,Mediano (2028-2032),Dirección Seguridad Pública,Dirección Seguridad Pública + Oficina de la Mujer,Municipal,Municipal + SERNAM + SPD + GORE,5,2,1,1,0,0,1
143,,,OE 5.3 Reducir robos violentos y delitos de mayor connotación social,Seguridad Pública Orden Público y Recuperación de Espacios Públicos,"Cámaras de Televigilancia""Todo Rengo Seguro""","Expandir y modernizar la red de cámaras de televigilancia comunal con tecnología de alta definición, visión nocturna y conexión a central de monitoreo 24/7 para disuasión y apoyo a investigación.",Cámaras operativas; Cobertura territorial (%); Contribución al esclarecimiento de delitos,Red de cámaras limitada y tecnología desactualizada,80 cámaras HD + central de monitoreo 24/7 + cobertura sectores críticos,200 cámaras inteligentes + cobertura 100% urbano + analítica de video,M,Mediano (2028-2032),Dirección Seguridad Pública,Dirección Seguridad Pública + Informática,FNDR,Municipal + SPD + FNDR + GORE,11,2,0,0,1,0,1
144,,,,Seguridad Pública Orden Público y Recuperación de Espacios Públicos,Fortalecimiento de Formación y Equipamiento en Seguridad,"Fortalecer la formación profesional y el equipamiento del personal de seguridad municipal, incluyendo capacitación en derechos humanos, mediación, tecnología y dotación de vehículos e implementos.",Personal capacitado; Horas de formación anual; Equipamiento renovado; Vehículos operativos,Equipamiento básico y capacitación esporádica,100% personal capacitado + renovación 50% equipamiento + 4 vehículos nuevos,Programa formación continua + equipamiento completo + flota renovada,C,Corto (2025-2028),Dirección Seguridad Pública,Dirección Seguridad Pública + RRHH,FNDR,Municipal + SPD + FNDR,16,1,0,0,0,0,0
145,,,,Seguridad Pública Orden Público y Recuperación de Espacios Públicos,Fortalecimiento de Seguridad en Zonas Comerciales,"Fortalecer la seguridad en zonas comerciales de Rengo centro y Rosario mediante patrullajes a pie de inspectores municipales DSP, ampliación de cámaras de televigilancia conectadas a la central de monitoreo, mejoramiento de iluminación pública y botones de pánico en locales, coordinando con las 4.82",Locales comerciales protegidos; Denuncias en zonas comerciales; Botones de pánico instalados,Seguridad en zonas comerciales sin plan específico,Plan operativo en centro de Rengo + 50 botones de pánico + patrullajes,Cobertura en 100% zonas comerciales + sistema integrado + reducción 40% delitos,C,Corto (2025-2028),Dirección Seguridad Pública,Dirección Seguridad Pública + Desarrollo Económico,Municipal,Municipal + SPD + Cámara de Comercio,8,2,0,0,1,0,1
146,,,,Seguridad Pública Orden Público y Recuperación de Espacios Públicos,"Fortalecimiento de Vigilancia""Plan Cuadrante Preventivo""","Fortalecer el plan cuadrante de vigilancia preventiva municipal, ampliando cobertura territorial, frecuencia de patrullajes y coordinación operativa con Carabineros en sectores de mayor incidencia delictiva.",Cuadrantes operativos; Frecuencia de patrullajes por sector; Reducción de delitos por cuadrante,Patrullajes sin sistematización por cuadrantes,8 cuadrantes operativos + patrullajes diarios + mapa de calor delictual,15 cuadrantes + patrullajes 24/7 + sistema predictivo de patrullaje,C,Corto (2025-2028),Dirección Seguridad Pública,Dirección Seguridad Pública,Municipal,Municipal + SPD + Carabineros,16,1,0,0,1,0,1
147,,,,Seguridad Pública Orden Público y Recuperación de Espacios Públicos,Inversión Estratégica en Vehículos de Seguridad,"Renovar y ampliar la flota de vehículos de seguridad municipal, incluyendo patrullas, motocicletas, bicicletas y vehículos especializados para mejorar cobertura y capacidad de respuesta territorial.",Vehículos operativos; Tiempo de respuesta promedio; Cobertura territorial de patrullaje,Flota vehicular limitada y con alto desgaste,Renovación 60% flota + 4 vehículos nuevos + 6 motocicletas,Flota completa renovada + vehículos eléctricos + 100% cobertura territorial,M,Mediano (2028-2032),Dirección Seguridad Pública,Dirección Seguridad Pública + Administración,FNDR,Municipal + SPD + FNDR,16,1,0,0,1,0,1
148,,,,Seguridad Pública Orden Público y Recuperación de Espacios Públicos,Red Inteligente de Prevención con Inteligencia Artificial,"Desarrollar una red inteligente de prevención del delito que integre inteligencia artificial, análisis predictivo de los 5.620 casos anuales registrados y reconocimiento de patrones delictuales, generando alertas tempranas que permitan a la DSP y Carabineros focalizar recursos preventivos en puntos ",Alertas predictivas generadas; Precisión del sistema; Reducción de delitos en zonas focalizadas,Sin sistema de análisis predictivo del delito,Sistema piloto operativo + análisis de datos históricos + primeras alertas,Sistema IA integrado + reducción 25% delitos en zonas focalizadas,L,Largo (2032-2035),Dirección Seguridad Pública,Dirección Seguridad Pública + Informática,FNDR,Municipal + SPD + FNDR + Universidades,9,2,0,0,0,0,0
149,,,,Seguridad Pública Orden Público y Recuperación de Espacios Públicos,Refuerzo de Seguridad en Áreas Comerciales,"Complementar el plan de seguridad en áreas comerciales con estrategias de prevención situacional, diseño urbano seguro, mejoramiento de accesos y coordinación público-privada para entornos comerciales seguros.",Áreas comerciales intervenidas con CPTED; Mejoras de infraestructura realizadas; Satisfacción de comerciantes,Áreas comerciales periféricas sin intervención de seguridad,5 áreas comerciales intervenidas + mejoras de iluminación y accesos,100% áreas comerciales con CPTED + evaluación periódica de seguridad,M,Mediano (2028-2032),Dirección Seguridad Pública,Dirección Seguridad Pública + DOM + SECPLAN,FNDR,Municipal + SPD + FNDR + MINVU,8,3,0,0,0,0,0
150,,,,Seguridad Pública Orden Público y Recuperación de Espacios Públicos,Sistema Integrado de Seguridad Pública,"Articular un sistema integrado de seguridad pública que conecte las 80 cámaras de televigilancia, la central de monitoreo DSP creada en 2022, los patrullajes preventivos municipales y la coordinación operativa en tiempo real con Carabineros y PDI, cubriendo zonas residenciales, comerciales y rurales",Delitos de mayor connotación social; Tiempo de respuesta ante emergencias; Cobertura de televigilancia,Sistema de seguridad fragmentado sin integración tecnológica,Central de monitoreo 24/7 + 50 cámaras + coordinación integrada,Sistema inteligente con IA + 150 cámaras + reducción 30% delitos,M,Mediano (2028-2032),Dirección Seguridad Pública,Dirección Seguridad Pública + Informática,FNDR,Municipal + SPD + FNDR + Carabineros + PDI,11,2,0,0,1,0,1
151,,,"OE 5.3 Reducir robos , micro tráfico, incivilidades, exceso de velocidad y delitos de mayor connotac",Seguridad Pública Orden Público y Recuperación de Espacios Públicos,Reducción de presencia de Rucos y Asentamientos Informales en Espacios Públicos,"Ejecutar un programa coordinado entre DSP, DOM y DIDECO para la intervención social y urbanística en asentamientos informales y campamentos de la comuna, articulando soluciones habitacionales con MINVU-SERVIU, apoyo psicosocial, reinserción laboral y recuperación de los espacios públicos afectados.",N de asentamientos intervenidos; Personas derivadas a programas sociales; Espacios recuperados,Por establecer,Avance 50%,100% implementado,M,Mediano (2028-2032),Dir. Seguridad Publica,Dir. Seguridad Publica,Sectorial,Municipal + FNSP + Sectorial,5,3,1,1,0,0,1
152,,,,Seguridad Pública Orden Público y Recuperación de Espacios Públicos,Inversión en equipamiento de seguridad pública: Pistola de Radar y Dron para Carabineros,"Adquirir y poner en operación equipamiento tecnológico para la seguridad publica comunal, incluyendo pistolas de radar para control de velocidad en vías críticas y drones de vigilancia aérea para Carabineros, fortaleciendo la fiscalización de tránsito y la capacidad de patrullaje en los 592 km2 del ",Equipos adquiridos; Operativos realizados con tecnología; Reducción infracciones (%),Por establecer,Avance 50%,100% implementado,M,Mediano (2028-2032),Dirección Seguridad Pública,Dirección Seguridad Pública + Informática,Municipal,Municipal + Carabineros,11,2,1,1,0,0,1
153,,,OE 5.4 Convivencia escolar,Seguridad Pública,R6: Ordenanza de Seguridad y Convivencia Ciudadana,"Marco normativo integral para convivencia vecinal, uso espacio público y prevención conductas antisociales.",Ordenanza aprobada,Sin ordenanza convivencia,Ordenanza con protocolos,Evaluación percepción bienal,M,Mediano (2028-2032),DSP,DSP + Jurídica,Municipal,Municipal + SENDA + OLN,11,2,1,1,0,0,1
154,,,OE 5.4 Mejorar convivencia escolar y reducir bullying en establecimientos educacionales,Seguridad Pública Orden Público y Recuperación de Espacios Públicos,"Programa de Seguridad Escolar""Protegiendo Nuestro Futuro""","Fortalecer la seguridad escolar en los 32 establecimientos educacionales de Rengo mediante protocolos de prevención actualizados, equipos de mediación de conflictos, programas de prevención de bullying y ciberbullying, y coordinación permanente con Carabineros para garantizar entornos escolares segu",Establecimientos con programa implementado; Casos de bullying reportados y atendidos; Índice de convivencia escolar,Protocolos de seguridad escolar parciales sin programa integral,100% establecimientos municipales con programa + mediadores escolares,Programa extendido a establecimientos subvencionados + reducción 50% bullying,C,Corto (2025-2028),DAEM,DAEM + Dirección Seguridad Pública + OPD,Municipal,Municipal + MINEDUC + SPD + Carabineros,4,2,1,0,0,0,1
221,,,OE 5.5 Implementar plan comunal de gestión del riesgo de desastres conforme Ley 21.364,Plan Comunal de Emergencia (Gestión de Emergencias y Desastres),Relaciones Público - Privada: Compromiso con la Prevención,"Establecer vínculos formales de coordinación y trabajo conjunto entre la Municipalidad de Rengo y las empresas de servicios básicos presentes en el territorio (ESSBIO, CGE, ISAVIAS), mediante convenios de colaboración orientados a la prevención de emergencias. Los acuerdos definirán protocolos compa",N° convenios firmados con empresas privadas; N° campañas conjuntas de prevención/año; N° protocolos de coordinación activos y vigentes,Sin convenios formales con empresas de servicios básicos; sin protocolos conjuntos de prevención,"3 convenios activos (ESSBIO, CGE, ISAVIAS); 2 campañas conjuntas/año; protocolo unificado aprobado",5+ empresas integradas al Plan Comunal de Emergencia; simulacros anuales conjuntos; protocolo de respuesta activo,C,Corto (2025-2028),Dirección Seguridad Pública,Dirección Seguridad Pública + DIDECO + Alcaldía,Municipal,Municipal + Aportes privados (RSE),11,3,0,0,0,0,0
222,,,,Plan Comunal de Emergencia (Gestión de Emergencias y Desastres),"Capacitaciones Preventivas: Rengo Preparado, Rengo Seguro","Promover la capacitación integral en gestión del riesgo de desastres para las organizaciones funcionales y territoriales de Rengo, abordando los ciclos de prevención, reacción, mitigación y recuperación ante incendios urbanos, rurales y emergencias hídricas. El programa articula la acción conjunta e",N° organizaciones capacitadas en prevención/año; % ciudadanía con conocimiento del Plan de Emergencias; N° simulacros realizados/año; N° brigadas preventivas creadas,6% ciudadanía conoce Plan Comunal de Emergencias; sin programa formal de capacitación comunitaria,100 organizaciones capacitadas; 30% ciudadanía conoce el plan; 2 simulacros comunales/año,60% ciudadanía capacitada en prevención; 21 UVs con brigadas preventivas activas; 4 simulacros/año,C,Corto (2025-2028),Dirección Seguridad Pública,Dirección Seguridad Pública + Bomberos + Carabineros + DIDECO,Municipal,Municipal + SENAPRED,11,3,1,0,0,0,1
155,,,,Plan Comunal de Emergencia (Gestión de Emergencias y Desastres),Activación COGRID Preventivo y Reactivo,"Activar y mantener operativo el Comité de Gestión del Riesgo de Desastres (COGRID) comunal conforme a la Ley 21.364, con sesiones preventivas mensuales, protocolos reactivos ante emergencias, coordinación con SENAPRED y actualización permanente del plan comunal de emergencias para los 65.786 habitan",Sesiones preventivas del COGRID realizadas; Tiempo de activación reactiva; Instituciones participantes,COGRID con activación solo reactiva sin sesiones preventivas regulares,COGRID con sesiones mensuales preventivas + protocolos actualizados,COGRID modelo regional + sistema de alerta temprana + coordinación permanente,C,Corto (2025-2028),Dirección Protección Civil,Dirección Protección Civil + Alcaldía,Municipal,Municipal + SENAPRED + Carabineros + Bomberos + Salud,11,3,0,0,0,0,0
156,,,,Plan Comunal de Emergencia (Gestión de Emergencias y Desastres),Centro de Gestión Social y Emergencias,"Crear centro de gestión social y emergencias que integre coordinación operativa, atención a damnificados, gestión de albergues y articulación de ayuda humanitaria en un espacio físico dedicado.",Centro operativo; Capacidad de albergue; Tiempo de activación de ayuda humanitaria,Sin centro dedicado para gestión de emergencias,Centro operativo habilitado + capacidad para 200 personas + protocolos,Centro de gestión modelo + redundancia operativa + capacidad 500 personas,M,Mediano (2028-2032),Dirección Protección Civil,Dirección Protección Civil + SECPLAN + DIDECO,FNDR,Municipal + SENAPRED + FNDR + GORE,11,2,0,0,0,0,0
157,,,,Plan Comunal de Emergencia (Gestión de Emergencias y Desastres),Coordinación Interinstitucional para Emergencias,"Fortalecer la coordinación interinstitucional para gestión de emergencias mediante convenios, protocolos conjuntos y ejercicios periódicos con Carabineros, Bomberos, Salud, SENAPRED y Fuerzas Armadas.",Convenios interinstitucionales vigentes; Ejercicios conjuntos realizados; Protocolos de coordinación actualizados,Coordinación ad hoc sin convenios formales permanentes,Convenios con 100% instituciones clave + 2 ejercicios conjuntos anuales,Sistema de coordinación permanente + centro de mando unificado + interoperabilidad,C,Corto (2025-2028),Dirección Protección Civil,Dirección Protección Civil + Alcaldía,Municipal,Municipal + SENAPRED + Carabineros + Bomberos + FFAA + Salud,11,3,0,0,0,0,0
158,,,,Plan Comunal de Emergencia (Gestión de Emergencias y Desastres),Establecimiento de Presupuesto Fijo para Emergencias,"Establecer partida presupuestaria fija anual para gestión de emergencias y desastres, garantizando recursos permanentes para prevención, respuesta y recuperación conforme Ley 21.364.",Presupuesto anual asignado a emergencias; Porcentaje del presupuesto municipal; Ejecución presupuestaria,Sin partida presupuestaria fija para emergencias,Partida fija equivalente al 2% presupuesto municipal + fondo de reserva,3% presupuesto municipal + fondo de contingencia + seguros comunales,C,Corto (2025-2028),Dirección Protección Civil,Dirección Protección Civil + Finanzas + Alcaldía,Municipal,Municipal,11,2,0,0,0,0,0
159,,,,Plan Comunal de Emergencia (Gestión de Emergencias y Desastres),"Fortalecimiento de Capacidad de Respuesta""Rengo Resiliente""","Fortalecer la capacidad de respuesta comunal ante emergencias y desastres mediante equipamiento, capacitación de brigadas, simulacros periódicos y articulación con SENAPRED y organismos de primera respuesta.",Brigadas capacitadas; Simulacros realizados al año; Tiempo de activación del COE comunal,Capacidad de respuesta básica sin plan estructurado según Ley 21.364,Plan comunal aprobado + 10 brigadas + 4 simulacros anuales,Sistema integral de respuesta + certificación SENAPRED + brigadas en 100% localidades,C,Corto (2025-2028),Dirección Protección Civil,Dirección Protección Civil + SECPLAN,Municipal,Municipal + SENAPRED + GORE + Bomberos + Cruz Roja,11,2,0,0,0,0,0
160,,,,Plan Comunal de Emergencia (Gestión de Emergencias y Desastres),"Integración de Tecnologías para Emergencias""Rengo Inteligente""","Desplegar tecnologías de monitoreo y alerta temprana para la gestión de emergencias en Rengo, incluyendo sensores de nivel de agua en el Río Claro, estaciones meteorológicas automáticas, sistemas de alerta masiva por SMS y sirenas, y drones de reconocimiento para evaluación rápida de daños en los 59",Sensores y estaciones instalados; Alertas tempranas emitidas; Cobertura del sistema de alerta masiva,Sin sistema tecnológico de monitoreo de riesgos,5 estaciones meteorológicas + sistema de alerta masiva SMS + sensores en cauces,Red completa de monitoreo + drones + sistema predictivo de riesgos,M,Mediano (2028-2032),Dirección Protección Civil,Dirección Protección Civil + Informática,FNDR,Municipal + SENAPRED + FNDR + DMC + DGA,9,3,0,0,0,0,0
161,,,,Plan Comunal de Emergencia (Gestión de Emergencias y Desastres),"Inversión Estratégica en Equipos de Emergencia""Rengo Estratégico""","Adquirir y mantener equipamiento especializado de emergencia incluyendo vehículos de rescate, motobombas, generadores, equipos de comunicación y herramientas de primera respuesta.",Equipos de emergencia adquiridos; Estado operativo del equipamiento; Capacidad de respuesta simultánea,Equipamiento de emergencia básico e insuficiente,Renovación 70% equipamiento + 2 vehículos de rescate + generadores,Equipamiento completo según estándar SENAPRED + mantenimiento preventivo,M,Mediano (2028-2032),Dirección Protección Civil,Dirección Protección Civil + Administración,FNDR,Municipal + SENAPRED + FNDR + GORE,11,2,0,0,0,0,0
162,,,,Plan Comunal de Emergencia (Gestión de Emergencias y Desastres),Mantenimiento de Infraestructura Crítica,"Establecer un programa de mantenimiento preventivo y mejoramiento de infraestructura crítica comunal, abarcando puentes, caminos rurales, sistemas de drenaje y redes de agua potable en las 12 unidades vecinales rurales, con cronograma anual de inspecciones y priorización de intervenciones según vuln",Infraestructura crítica catastrada; Intervenciones de mantenimiento preventivo; Reducción de daños por emergencias,Mantenimiento reactivo sin catastro de infraestructura crítica,Catastro 100% infraestructura crítica + plan de mantenimiento preventivo anual,Sistema de gestión de activos + mantenimiento predictivo + inversión en resiliencia,M,Mediano (2028-2032),DOM,DOM + Dirección Protección Civil + SECPLAN,FNDR,Municipal + MOP + FNDR + GORE,9,3,0,0,0,0,0
163,,,,Plan Comunal de Emergencia (Gestión de Emergencias y Desastres),"Mapeo de Zonas de Evacuación""Rengo Seguro""","Elaborar y difundir mapeo completo de zonas de evacuación, rutas seguras, puntos de encuentro y albergues comunales, con señalética en terreno, material digital y capacitación comunitaria.",Zonas de evacuación mapeadas; Señalética instalada; Población informada sobre rutas de evacuación,Mapeo parcial de zonas de evacuación sin señalética ni difusión,Mapeo 100% comuna + señalética en terreno + difusión digital y comunitaria,Mapeo dinámico actualizado + app de evacuación + simulacros con rutas + albergues equipados,C,Corto (2025-2028),Dirección Protección Civil,Dirección Protección Civil + SECPLAN + DOM,FNDR,Municipal + SENAPRED + FNDR,11,2,0,0,0,0,0
